Median_Household_Income_2018,Percent of Population Aged 60+,anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Total physician assistants (2019),Family Medicine/General Practice Primary Care (2019)
69975.0,19.6,44.6,38.6,6.6,9.9,2.7,6.937464988,14.91721738
48517.0,29.4,43.0,32.5,7.2,11.5,3.4,1.71219233,2.292812006
61776.0,22.0,44.7,33.7,7.6,11.2,3.0,29.56735906,50.50452178
44693.0,28.5,44.8,32.2,9.9,12.4,3.5,8.890795888,8.4338903
49532.0,33.9,43.0,31.8,9.1,13.0,3.8,0.380581848,0.571359449
50183.0,25.0,49.5,36.4,10.7,13.3,3.3,6.095298659,23.97003248
52313.0,25.6,45.7,33.9,9.0,10.9,3.2,3.67842004,8.936257994
42205.0,27.0,49.5,35.0,11.6,16.7,4.0,4.432583225,15.47675788
54795.0,27.0,51.5,37.3,7.2,11.1,3.2,1.736971386,4.491639663
54213.0,21.9,45.5,34.7,7.0,11.9,3.2,2.52796791,3.332609325
51372.0,20.9,37.5,27.3,6.0,11.4,3.2,42.78,70.31
52355.0,29.8,40.6,30.3,6.7,11.8,3.3,1.946085941,2.565516805
53632.0,32.1,49.9,36.5,9.8,12.2,3.5,1.312198652,3.187821284
56862.0,25.1,45.3,35.2,10.3,13.0,3.2,2.566740607,10.09382135
55504.0,27.3,45.7,30.3,9.3,11.6,3.3,0.906715085,1.544329474
52660.0,23.5,44.4,33.2,9.8,12.7,3.3,12.03513743,8.769559265
47747.0,18.8,47.5,37.4,8.2,12.2,3.2,8.149548107,14.29967292
54351.0,21.7,48.1,37.5,8.5,13.1,3.3,4.315399027,7.099027118
41864.0,31.9,45.6,32.7,10.7,13.6,3.8,11.07478683,10.50564408
72739.0,20.6,43.9,33.0,8.2,11.4,2.9,39.15500045,29.1833228
48998.0,36.1,48.3,34.6,10.3,13.8,3.7,2.687306767,3.414951129
44685.0,28.6,57.4,43.0,14.8,17.0,4.0,5.648565315,10.4938167
57274.0,25.2,44.3,34.1,7.4,10.4,2.9,6.328196687,11.22637747
56557.0,24.4,49.0,36.3,9.9,11.7,3.3,42.78,70.31
64170.0,14.3,44.6,34.4,7.3,10.3,2.5,42.78,70.31
39533.0,27.7,53.8,39.2,11.1,18.0,4.4,4.716646857,7.759097995
39388.0,22.4,51.7,36.0,11.1,14.8,3.6,3.432824843,11.98601272
54871.0,39.9,47.8,32.4,9.8,14.6,4.0,2.657581021,4.714614476
28452.0,19.4,57.7,43.9,12.4,18.8,4.6,1.83702305,4.291975627
36192.0,27.7,56.1,39.5,14.6,17.0,4.1,6.29875111,13.13648931
59266.0,20.5,44.6,33.2,8.5,11.8,3.1,5.166269304,9.065037753
53008.0,35.3,49.2,34.4,9.1,15.0,3.8,4.646413218,7.643560475
54524.0,14.1,45.7,34.9,9.9,14.0,3.6,2.345959932,4.013896761
54088.0,22.5,48.3,36.3,7.9,13.6,3.4,3.027985901,4.981174137
44100.0,19.0,44.7,35.0,10.0,14.3,3.6,1.188539812,9.582246813
57676.0,29.1,38.6,29.6,8.4,10.8,3.4,2.357577929,5.505896282
50826.0,26.4,47.1,35.1,10.4,13.5,3.5,18.57454472,17.61998301
52348.0,29.0,48.2,33.5,9.8,12.0,3.4,9.606313079,15.29442867
73703.0,30.0,44.7,31.9,8.2,12.8,3.5,29.87933283,28.34380842
46600.0,22.2,50.0,37.3,9.9,13.2,3.4,1.024882389,10.50743907
61631.0,19.1,41.7,31.3,8.3,12.6,3.1,42.78,65.54764644
73463.0,25.4,43.6,33.6,6.9,10.7,2.9,6.60952665,11.72546379
41485.0,30.4,41.4,28.7,7.5,12.9,3.9,5.721688142,6.93375915
29124.0,25.2,57.0,41.9,10.7,21.2,4.9,1.836942114,4.099410381
51393.0,20.1,44.1,33.7,6.6,12.2,3.0,24.06041587,39.58047533
53414.0,26.0,47.2,33.5,9.3,11.4,3.3,2.258843677,5.487576092
48707.0,25.3,46.7,34.4,9.4,13.2,3.3,10.11218279,35.30758402
60059.0,20.2,42.3,34.1,6.9,10.7,3.0,27.71284811,70.20804779
51740.0,23.6,49.9,35.2,9.1,13.8,3.4,41.3651386,70.31
46525.0,19.2,48.9,37.7,8.8,14.8,3.6,8.63323683,8.851208544
33703.0,29.1,54.7,36.9,14.7,16.6,4.4,1.424336631,5.860127852
60378.0,25.2,45.2,37.4,7.2,10.9,3.0,10.03958658,25.434404
120950.0,14.2,25.0,20.1,3.5,6.8,1.9,42.78,70.31
50564.5,31.4,46.1,28.2,8.3,15.3,5.3,0.009726214,0.030355701
53413.0,32.7,46.8,33.8,10.1,13.7,3.7,5.614753774,9.960712095
86896.0,15.1,27.7,22.8,4.6,6.9,2.3,21.69570406,26.29167875
56168.0,33.5,35.9,23.6,7.0,9.7,3.3,7.901003132,9.574735882
53992.0,24.9,45.7,32.1,8.9,12.7,3.4,16.93442713,29.71413456
42513.0,31.8,52.2,35.5,10.7,17.9,4.4,4.535319491,4.649827106
63411.0,20.8,33.4,23.8,6.8,8.9,2.9,2.499663247,3.029186925
52741.0,25.6,49.5,38.1,9.0,15.2,3.8,4.33988484,7.699063067
46751.0,27.0,47.7,33.5,9.7,12.9,3.4,19.31753494,24.54816047
54210.0,16.2,47.1,37.7,5.7,13.4,3.1,42.78,70.31
52541.0,24.3,44.5,37.1,7.9,11.5,3.3,2.546720445,6.451890835
53780.0,26.3,41.5,31.8,7.9,12.1,3.4,2.131389208,3.179839563
40499.0,19.1,51.4,38.3,10.6,15.1,3.7,4.101396315,4.204948251
85380.0,14.4,30.8,27.2,4.5,8.1,2.4,8.391217628,11.06210645
58255.0,13.7,42.5,34.1,6.3,11.5,3.1,30.2945941,58.15551864
37887.0,27.3,52.1,35.0,12.0,15.1,3.8,3.257697472,11.37453996
57367.0,25.3,41.9,32.7,6.9,10.3,3.0,3.042980032,4.664421947
37265.0,31.8,54.9,39.1,11.7,20.9,4.9,1.983648804,2.033731912
55283.0,27.1,45.5,33.2,9.2,12.3,3.4,10.73421875,19.0427696
47117.0,23.3,44.9,33.7,9.0,12.6,3.4,5.584152971,9.906425514
48040.0,19.1,42.1,33.4,7.0,11.2,2.9,28.02016804,46.09444724
26936.0,22.0,62.7,47.4,12.9,20.6,4.9,0.046862412,0.480449217
38131.0,22.9,56.9,39.5,10.3,17.6,4.2,4.356006056,9.721077385
44276.0,19.0,48.8,38.5,6.5,15.8,3.8,10.01755615,16.4793342
47047.0,30.7,49.9,38.4,9.6,14.1,4.1,0.390278593,0.598237259
34777.0,50.5,46.2,29.6,10.8,17.3,5.1,0.908404393,1.938043206
36765.0,33.5,53.8,38.0,10.9,17.2,4.3,1.687629362,1.600900649
40203.0,27.4,51.7,37.6,11.1,15.8,3.8,4.048288099,14.13495733
80169.0,15.4,36.3,27.5,5.3,9.1,2.4,42.78,70.31
63347.0,19.2,39.2,30.0,6.3,10.8,3.0,42.78,70.31
44622.0,21.4,50.3,36.6,9.7,13.1,3.3,0.670583922,6.875051983
54313.0,29.3,50.3,38.4,7.6,11.5,3.3,4.12129259,10.44093
47284.0,25.8,55.8,39.8,13.1,15.5,3.6,4.498827097,8.669139437
67349.0,38.4,44.0,31.3,8.7,11.6,3.4,8.236685886,13.11381419
53884.0,21.4,51.0,35.8,8.4,11.5,3.2,21.51935378,52.27855849
77032.0,11.3,39.1,31.7,5.4,10.5,2.5,4.271033033,7.576918259
49208.0,25.8,50.6,38.0,9.0,15.5,3.8,4.109583931,6.76045195
63772.0,22.3,40.0,31.4,5.6,9.2,2.6,1.545964511,2.070214852
35881.0,33.3,50.4,34.9,9.2,16.7,4.3,0.435448557,0.716332626
59616.0,17.3,40.8,32.9,6.9,11.2,3.2,42.78,70.31
66171.0,21.1,43.5,31.2,8.7,11.5,2.9,32.95144438,68.72255935
43458.0,36.8,44.4,32.4,10.0,14.5,4.2,1.588579551,2.384900758
63297.0,22.5,44.3,34.0,7.7,11.1,2.9,42.78,51.5124979
47401.0,32.8,48.4,35.4,10.7,13.3,3.7,9.282734397,14.77925172
74794.0,22.1,43.1,37.2,6.4,9.3,2.7,4.391559006,11.12562604
43671.0,32.5,40.8,29.3,10.3,12.7,3.8,2.464877,3.722263647
32144.0,26.8,54.9,35.8,13.6,15.7,4.2,5.23693257,9.290447933
50377.0,16.5,40.4,32.2,6.3,11.0,2.9,42.78,70.31
67039.0,25.2,43.4,35.2,5.9,9.8,3.0,14.98477165,28.9937138
50064.0,28.9,54.6,36.2,12.9,15.0,3.5,11.38775922,21.15600178
52910.0,17.5,39.1,28.8,6.2,10.0,2.9,7.730573328,10.19118188
58391.0,22.7,42.9,35.0,7.2,10.1,3.1,14.57518687,25.95016967
45357.0,18.3,47.7,36.4,8.2,12.9,3.2,13.37716697,22.00604637
52401.0,25.7,42.8,38.3,7.3,11.0,3.1,2.18743482,3.353002279
77760.0,27.6,34.9,26.1,6.7,9.3,2.8,23.81060516,22.09311889
54917.0,29.4,43.9,35.6,6.7,11.0,3.3,1.944342178,3.762066047
39850.0,34.7,44.8,31.7,8.1,13.0,4.0,1.102232398,1.476009227
43330.0,29.2,51.7,37.5,11.6,13.7,3.9,0.989283169,2.403338806
83014.0,25.0,34.6,27.3,5.2,8.4,2.7,28.21511333,50.23516918
35249.0,27.2,57.7,42.4,12.8,17.9,4.7,1.18526216,2.879445071
56535.0,24.6,42.9,33.6,6.2,10.4,3.1,10.4723526,14.02362069
39467.0,32.3,58.0,40.4,14.7,17.2,4.0,3.112444568,5.782251062
61560.0,15.4,46.4,37.2,6.6,13.1,3.1,1.748919381,2.877051702
57005.0,21.3,49.3,34.7,9.9,12.8,3.3,6.131584956,14.3256848
56645.0,27.5,48.2,40.7,7.5,10.7,3.2,8.763595781,15.60301075
47733.0,22.8,55.6,39.6,11.1,13.4,3.3,5.483339239,13.25712519
34035.0,23.2,58.8,42.2,11.4,21.1,4.8,4.193205999,14.64095104
35103.0,21.7,55.2,40.9,12.1,16.7,4.2,3.3234629,7.764857259
56837.0,35.3,43.1,31.4,7.9,13.1,3.5,2.689425655,4.012379376
48989.0,27.0,50.6,36.1,10.1,13.7,3.3,12.9126078,31.21894356
49668.0,25.2,47.7,38.2,10.3,13.6,3.4,23.16426772,56.00448627
48520.0,30.8,46.3,36.2,8.4,12.8,3.4,0.798135672,1.716183555
59975.0,22.3,38.0,29.1,6.3,9.2,2.8,42.78,70.31
56800.0,26.1,48.1,35.1,8.5,12.1,3.3,4.400839665,7.807198435
41700.0,17.7,44.6,33.8,6.9,10.9,3.2,4.75858679,10.15224813
50136.0,19.3,48.9,38.1,7.8,11.2,3.3,6.01680026,9.032894508
58761.0,27.3,38.6,31.8,6.5,10.1,3.2,6.800192259,13.15754639
36761.0,25.0,56.0,42.5,11.1,17.0,4.2,0.65797263,6.745756781
44799.0,21.3,44.2,32.3,8.4,11.2,2.9,31.68698539,70.31
59443.0,19.7,47.6,36.1,10.3,12.7,3.1,11.89801634,22.92721201
60383.0,16.4,39.0,30.2,6.9,11.3,2.6,42.78,70.31
56382.0,26.6,48.9,35.9,9.1,12.5,3.5,9.660586371,16.45404219
44080.0,26.6,52.0,33.7,11.5,14.5,3.9,28.00745732,26.56813019
45163.0,24.0,55.9,41.0,12.1,14.7,3.6,5.368760288,12.98010649
104248.0,15.6,32.2,29.0,3.9,7.2,2.2,33.43939161,64.7011628
49494.0,23.0,48.7,34.3,10.7,13.3,3.3,9.807134701,20.45347053
51249.0,26.1,48.0,35.3,11.7,14.4,3.6,6.007002058,12.5280261
75629.0,16.9,36.0,28.8,5.4,8.9,2.6,42.78,70.31
31921.0,22.7,59.8,42.5,16.7,17.8,4.2,2.238159861,4.312884114
45445.0,20.4,47.7,36.0,7.9,12.5,3.2,2.935969656,4.829803241
59983.0,27.0,43.4,37.5,7.8,10.7,3.2,11.97323227,21.3175592
88481.0,22.7,42.9,32.1,7.0,9.1,2.7,6.715507634,16.31447962
47084.0,16.9,51.0,41.3,7.9,15.2,3.4,42.78,70.31
36730.0,23.3,55.3,42.1,11.3,17.5,4.3,14.22086132,13.49003912
36762.0,29.1,54.4,37.7,14.2,16.3,4.3,1.451581601,5.972221442
50055.0,32.7,39.4,29.5,8.2,12.1,3.6,15.89021232,23.85563845
46195.0,24.9,49.6,37.1,11.0,14.3,3.6,20.16846914,27.40766855
42781.0,22.8,50.6,36.1,11.8,16.3,4.1,5.853218816,6.001000715
44645.0,27.8,46.9,33.7,8.3,12.8,3.6,2.114548082,3.174526148
50185.0,32.7,48.0,35.1,7.5,11.9,3.5,0.568936929,1.317083026
42862.0,31.7,49.8,37.2,11.9,15.2,4.2,4.361354758,7.737151233
54980.0,21.3,50.1,40.4,8.5,14.0,3.3,42.78,70.31
61987.0,16.5,45.7,36.0,6.2,12.7,3.0,0.975942209,1.605469195
39498.0,26.9,56.7,41.2,10.8,18.2,4.3,0.650807124,6.672293598
62792.0,27.6,43.8,33.5,6.2,10.7,3.2,3.85758443,5.165725685
53793.0,30.7,40.8,27.3,7.7,11.7,3.5,3.599942286,6.910688753
48763.0,27.3,45.3,35.4,8.5,12.5,3.6,18.71161904,43.31720193
50381.0,27.3,48.1,33.8,10.0,13.3,3.6,42.78,70.31
42725.0,23.2,52.8,38.7,11.7,17.3,4.4,24.04432674,22.80866827
63885.0,16.2,38.7,33.0,4.7,7.8,2.3,42.78,70.31
79173.0,18.2,33.2,25.0,5.6,8.4,2.5,15.06716226,25.77965334
42897.0,18.1,37.0,28.6,6.3,10.4,3.2,6.581736418,7.975998338
56451.0,25.0,48.0,38.0,8.2,12.4,3.2,1.657996122,3.56509022
44233.0,26.7,52.0,38.5,12.3,14.1,3.7,1.320892582,5.43452948
61906.0,23.5,39.9,33.5,6.4,9.4,2.9,36.54193776,65.06053701
65849.0,24.4,40.5,32.9,7.3,10.6,3.1,5.983968734,15.15985514
43245.0,29.2,50.6,34.6,11.3,15.1,4.0,0.559908422,4.514094216
49956.0,28.6,46.3,37.4,8.1,11.9,3.4,2.336453173,5.919197312
57249.0,18.7,41.2,30.5,7.1,12.3,3.4,4.328456764,8.309193622
33709.0,20.9,56.5,41.1,12.0,15.5,3.7,1.30485952,2.721376482
61675.0,18.2,40.0,31.5,7.2,9.9,2.8,42.78,70.31
60733.0,28.2,41.4,32.3,6.2,10.7,3.1,5.979164282,8.006752169
51327.0,28.7,48.9,38.3,8.1,12.7,3.6,0.690786591,1.786307177
44992.0,26.6,48.2,33.7,10.6,12.7,3.4,1.30656455,5.375579863
43584.0,26.7,50.4,37.2,10.9,15.3,3.9,3.675362845,8.587027664
38023.0,22.9,52.2,38.6,10.0,16.3,4.0,10.16295223,9.640669439
53778.0,30.5,44.4,32.1,6.4,10.9,3.2,18.99197014,36.74715635
63503.0,26.5,45.0,35.7,6.1,10.1,3.1,3.040032763,5.882094298
37026.0,28.5,52.1,37.5,12.2,16.0,4.2,3.651601198,6.407312661
100887.0,22.8,36.4,27.3,6.7,9.5,2.6,42.78,32.7915928
42479.0,26.0,48.3,39.3,9.3,14.1,3.6,9.178703111,19.73641811
43679.0,21.0,48.8,35.6,10.1,13.9,3.5,13.43200968,13.77114067
63677.0,22.8,48.6,32.0,7.9,10.7,2.9,8.420193276,67.88529029
39444.0,21.9,49.3,37.3,10.3,17.3,4.2,6.447491153,6.610277224
38667.0,17.0,48.0,36.2,10.2,14.1,3.5,1.265082145,1.297022903
56627.0,21.0,53.4,40.1,9.6,14.6,3.4,12.68179386,9.452097549
60944.0,32.2,45.6,33.7,10.3,13.6,3.4,1.92363489,7.564779573
39048.0,24.6,49.9,37.4,10.6,17.2,4.1,4.408178735,4.519476305
56960.0,22.6,45.8,36.1,9.7,12.1,3.1,4.224066846,16.61133033
44439.0,30.2,47.4,37.2,8.6,13.0,3.5,0.86386113,1.857509089
39522.0,27.9,50.6,41.1,10.2,19.2,4.5,4.622169745,10.31506137
60210.0,47.2,34.6,23.5,6.7,9.9,3.4,0.306145625,0.370998904
53960.0,25.7,36.2,27.2,7.7,10.6,3.1,42.78,70.31
44409.0,30.0,52.1,37.5,9.8,15.9,4.2,0.308620857,0.507695307
62889.0,21.1,52.9,37.0,8.5,12.4,3.1,26.16779425,45.91553961
49385.0,21.7,52.8,40.5,10.8,13.9,3.4,14.71564819,35.57817268
47477.0,19.4,49.0,35.8,7.6,13.2,3.1,26.88502959,44.227093
34367.0,33.4,58.1,40.4,14.9,17.9,4.7,0.978756546,4.026884076
45697.0,28.2,50.9,39.2,9.9,13.8,3.6,2.476135195,5.324285893
64234.0,22.0,37.8,32.2,6.4,9.3,2.9,32.82684919,58.4460641
49034.0,25.3,45.0,34.2,7.5,10.9,3.2,4.570008936,7.005123187
50396.0,22.7,54.1,41.8,10.6,12.2,3.3,24.20898377,38.54367149
99224.0,21.3,33.0,25.1,5.6,9.2,2.6,42.78,70.31
49073.0,27.8,49.7,35.8,10.9,13.6,3.6,5.906201744,10.477748
39735.0,33.1,51.7,35.3,13.1,16.5,4.5,4.559581533,4.325260747
87377.0,16.9,39.4,33.4,4.8,8.1,2.4,42.78,70.31
40582.0,24.6,52.6,38.6,11.5,17.2,4.3,3.500798566,3.589186628
65323.0,22.9,41.1,35.0,5.8,9.9,2.9,11.8846745,22.99540221
65439.0,22.7,39.8,32.6,7.8,10.7,3.1,27.46321453,46.98908383
73584.0,13.1,44.4,39.2,4.9,9.3,2.3,17.64755869,23.26470143
51514.0,28.5,45.2,34.8,8.4,12.9,3.5,1.757441598,3.778921898
53188.0,33.2,46.1,36.8,8.7,12.3,3.7,1.367600757,2.434923957
45641.0,31.5,41.8,30.6,9.4,13.1,3.8,3.36082481,5.045534945
51071.0,23.4,50.0,36.3,9.3,13.5,3.3,42.78,70.31
37148.0,21.4,49.4,36.2,10.7,16.0,3.9,8.50356591,8.718263697
61341.0,21.0,44.1,35.8,9.7,12.2,3.0,6.0019833,23.60306569
38777.0,25.0,41.1,29.2,7.4,14.3,4.2,3.235043975,3.92034924
53532.0,23.8,47.9,36.2,8.8,11.5,3.2,3.331251668,8.092856179
29362.0,24.4,59.4,42.8,18.1,18.8,4.6,5.862729898,11.2973497
58335.0,22.7,38.0,30.4,6.0,9.9,2.9,6.035824557,11.67858769
59471.0,30.3,38.9,30.1,8.2,12.1,3.5,40.31436474,38.24257513
51255.0,26.3,49.4,35.0,11.1,13.1,3.5,0.902340376,3.712486118
97051.0,19.7,40.6,32.0,5.9,10.4,2.6,42.78,70.31
90858.0,23.5,45.0,33.3,7.0,10.9,2.8,5.525665953,9.802668096
66059.0,15.5,43.0,33.2,6.2,12.0,2.8,42.78,70.31
43714.0,24.0,52.1,38.9,9.2,15.5,3.8,2.653202921,4.364639137
44725.0,28.7,52.0,36.9,12.7,14.3,3.4,3.109485268,5.776753319
31182.0,22.2,60.5,42.3,17.0,17.6,4.3,2.808126037,5.411196217
42542.0,21.7,49.6,38.6,9.7,14.0,3.6,11.77681478,26.28171916
37211.0,21.5,50.9,37.7,11.6,15.6,3.9,4.75322989,4.873239301
45268.0,24.4,49.4,36.4,9.7,13.5,3.4,1.984379531,20.34452659
50112.0,20.6,43.2,31.2,7.7,12.6,3.2,42.78,70.31
60296.0,19.8,49.9,38.2,8.5,14.5,3.3,2.54460858,5.945161114
69665.0,17.6,37.0,28.1,6.3,11.2,3.2,42.78,70.31
63477.0,16.5,40.1,29.4,6.0,13.5,3.1,42.78,70.31
48116.0,21.1,50.5,37.7,9.9,15.0,3.6,21.48959802,50.20777008
47797.0,32.0,47.5,36.2,8.0,12.7,3.5,0.26331023,0.403614221
42982.0,18.6,48.4,37.6,8.9,15.4,4.0,3.899997627,5.141350256
39536.0,25.5,49.6,37.0,9.4,14.7,3.8,0.60299141,0.991948218
58648.0,26.9,45.0,34.5,7.4,10.4,3.2,16.18206238,28.81110671
58320.0,20.8,47.2,36.9,6.5,12.2,3.1,14.70000401,31.36185066
46512.0,24.7,53.5,38.6,9.9,13.9,3.5,14.13243813,24.79760106
42807.0,22.4,55.6,41.6,10.8,17.1,4.1,25.99300552,24.65720279
63755.0,19.8,44.6,33.1,7.1,12.2,3.0,40.11719315,70.31
48529.0,18.8,48.3,37.3,7.3,12.7,3.1,1.658124591,2.727690154
68069.0,16.1,29.2,22.6,4.6,7.0,2.4,42.78,70.31
35841.0,22.7,54.6,40.9,12.5,18.1,4.5,3.427107532,3.513635044
39130.0,14.8,45.4,37.1,6.5,10.4,2.8,1.777009774,18.21850207
60979.0,28.8,43.1,34.3,5.9,10.3,3.1,12.2595925,23.72082302
56102.0,26.7,47.9,35.1,9.0,12.6,3.3,2.496899504,4.381205652
36015.0,27.1,54.3,37.9,10.3,17.3,4.3,10.04224575,17.81519239
44709.0,25.1,46.4,35.9,8.4,14.2,4.0,4.783972524,6.406260237
53187.0,25.7,46.3,34.6,10.9,13.5,3.3,5.766611406,22.67745527
39450.0,29.7,52.1,37.7,10.7,14.9,3.8,27.87926217,56.05937968
45234.0,19.3,50.8,41.1,9.1,14.2,3.5,22.14969074,22.70892549
58239.0,30.0,46.3,35.1,8.5,12.8,3.6,16.5862712,38.39704397
39934.0,32.2,51.6,36.2,11.3,13.9,3.9,5.713150622,9.096036531
44938.0,26.3,50.7,38.2,11.1,14.1,3.4,19.63814355,47.4793399
53337.0,34.0,34.1,23.8,6.9,10.3,3.4,5.430534184,6.580927718
82533.0,16.8,32.0,24.8,4.9,8.1,2.6,42.78,70.31
41929.0,25.7,52.2,36.9,12.2,15.4,3.9,5.662743554,19.77197189
70649.0,37.0,39.6,28.5,9.6,13.8,4.0,42.78,70.31
85550.0,22.1,29.9,22.3,5.1,7.3,2.5,42.78,70.31
61174.0,23.7,42.7,34.4,6.4,10.3,2.9,4.849841529,12.54122017
34134.0,25.9,49.5,35.9,11.5,13.5,3.6,0.657135647,2.703643806
47425.0,24.8,50.7,38.2,9.8,12.1,3.4,7.397131169,17.97039811
89331.0,28.5,41.0,30.7,7.3,11.6,3.1,5.736169863,10.17610724
60121.0,22.7,46.7,33.6,8.3,10.6,3.0,42.78,70.31
115930.0,17.6,35.9,26.8,5.9,9.0,2.3,40.80067356,70.31
39574.0,24.0,58.1,42.2,11.8,19.0,4.2,3.052184561,6.365545989
124947.0,23.9,32.2,24.3,4.1,7.8,2.4,4.849478006,10.34616078
50999.0,23.4,47.0,36.5,8.8,11.5,3.1,17.12333635,21.75983684
34238.0,31.5,55.6,38.1,15.4,18.1,4.6,1.358737136,2.833742048
42904.0,25.5,47.6,31.6,11.2,14.6,3.8,7.281496558,7.465339573
52840.0,31.8,36.2,29.8,7.4,11.1,3.3,2.239691049,3.362400629
68180.0,15.0,39.1,32.5,5.4,9.4,2.5,42.78,70.31
66270.0,22.9,41.8,32.0,7.7,11.1,3.0,42.78,70.31
41382.0,30.1,51.9,37.1,11.5,17.0,4.3,2.946067623,5.226396844
41926.0,26.4,52.2,37.4,12.1,14.7,3.6,42.78,70.31
52837.0,18.0,35.5,29.6,7.1,9.1,2.7,42.78,70.31
35317.0,22.6,57.4,41.3,15.4,17.0,3.9,2.966118984,5.715645101
48788.0,27.4,51.5,35.9,9.1,12.4,3.4,42.78,62.25943597
51774.0,26.4,38.6,29.2,5.8,9.4,3.0,11.78752147,15.78477503
57952.0,25.7,44.0,35.3,7.3,11.3,3.1,4.589608079,7.035165669
43767.0,24.2,50.2,32.0,10.5,13.9,3.6,21.95233793,22.50658992
47175.0,26.4,37.5,27.3,6.7,11.3,3.2,0.679072666,0.895218602
53207.0,26.6,44.7,35.4,8.5,12.2,3.6,0.20962562,0.321323943
36042.0,29.9,55.6,38.5,11.8,19.5,4.8,4.84473411,4.59575909
87096.0,18.6,39.6,31.1,5.3,9.7,2.5,42.78,70.31
39361.0,28.9,53.4,38.0,12.1,19.3,4.8,3.123487817,3.202349547
51790.0,19.5,47.4,39.8,8.4,13.4,3.5,31.55517011,45.89226673
49931.0,27.4,47.1,38.3,7.7,11.3,3.2,9.157486674,14.03702337
51905.0,33.0,41.7,30.3,9.6,12.3,3.5,6.718704491,10.69700163
44833.0,28.4,41.9,33.7,8.6,13.3,3.9,11.13404342,16.71530304
52166.0,19.8,44.6,35.7,7.3,12.4,3.1,42.78,70.31
73619.0,14.9,34.6,29.1,4.5,8.6,2.4,42.78,70.31
76235.0,25.4,42.6,33.3,6.8,11.0,3.1,0.274462982,0.709734672
34023.0,24.0,55.9,40.9,12.2,17.8,4.4,4.180334328,9.766830659
60483.0,12.4,39.1,32.6,5.9,10.7,2.8,23.88851465,55.30166101
51026.0,18.4,36.6,28.4,6.9,10.2,2.7,42.78,70.31
48731.0,26.9,53.9,39.0,12.8,15.1,3.5,10.61871093,19.72727585
54362.0,24.0,48.6,36.9,9.9,12.3,3.1,10.28054376,24.85537547
47685.0,12.0,46.7,37.1,6.6,12.0,2.8,19.44968917,19.94075436
59613.0,27.8,40.9,31.8,6.1,10.1,3.1,5.99933383,11.60798256
53864.0,25.9,51.0,42.0,8.7,13.3,3.3,4.555345775,9.795088451
48137.0,38.2,42.5,30.3,9.7,13.5,3.9,1.956659404,3.342204059
32922.0,30.4,56.6,41.5,13.0,19.8,4.8,0.478494936,3.85772233
56724.0,31.2,45.9,37.7,8.4,12.6,3.6,0.2812051,0.431044313
41471.0,25.2,48.2,33.1,11.3,14.1,3.7,1.507397742,12.15294352
51046.0,17.2,38.8,30.0,6.8,9.6,2.7,42.78,70.31
57710.0,22.4,48.8,36.1,8.9,13.7,3.5,27.60015486,26.18175935
40808.0,25.4,53.0,38.6,11.3,14.0,3.5,3.170185615,13.04304939
36987.0,26.4,57.0,42.6,10.7,18.4,4.3,0.5885747,6.034265854
58891.0,28.1,42.8,32.0,9.0,10.9,3.2,12.60556577,20.06960683
57256.0,23.8,44.6,37.1,6.9,9.9,3.0,20.3348718,36.20491306
46141.0,37.4,46.5,31.4,10.6,14.3,4.1,1.982910307,3.387043684
45408.0,22.2,44.0,32.8,7.7,11.8,3.1,1.5298662,12.33408874
49731.0,25.8,50.3,35.6,11.9,14.7,3.5,2.632149749,10.3510457
57036.0,22.3,44.0,34.1,6.5,11.9,3.2,36.85892715,70.31
43371.0,33.4,45.9,35.1,10.3,14.5,4.1,1.711882181,2.570012379
52611.0,17.0,42.6,36.3,5.8,11.0,2.8,42.78,70.31
37134.0,25.1,53.9,42.0,9.3,17.6,4.4,17.93695673,40.02899495
53917.0,20.5,46.6,34.6,8.8,12.4,3.3,21.41963146,36.58724613
45884.0,34.5,48.2,31.7,11.2,14.3,4.0,42.78,70.31
32780.0,22.2,60.0,45.7,11.9,18.2,5.1,0.935088724,1.252185642
51497.0,26.4,46.6,36.4,7.7,11.4,3.3,2.500775155,6.335492507
35751.0,23.7,60.1,42.5,16.1,17.6,4.2,2.925296784,5.636981632
93751.0,24.6,38.9,28.5,7.2,10.4,2.8,19.13502351,14.26187107
69753.0,19.7,49.1,37.1,7.0,12.7,3.1,22.50269527,39.9203381
34297.0,23.3,55.9,41.0,11.5,18.4,4.3,5.021111035,5.147883901
41630.0,23.3,57.4,38.7,11.1,16.6,3.9,8.737542378,30.50790498
50785.0,28.0,47.1,35.5,9.7,15.6,4.0,2.694598121,4.780283727
30570.0,26.5,50.4,37.0,9.3,16.9,4.6,6.083872125,12.97968959
43079.0,20.8,42.5,33.8,8.9,10.8,3.0,4.8554661,19.97677481
42715.0,22.1,48.3,36.0,8.8,13.7,3.5,24.65832442,43.74447752
59003.0,26.3,43.2,35.9,6.8,10.3,3.0,3.832910721,5.875264608
51280.0,26.8,47.6,35.4,9.2,11.3,3.3,1.250197315,3.037196847
46843.0,21.0,49.4,37.6,9.6,13.8,3.4,8.859299063,70.31
44431.0,23.8,56.7,41.6,12.2,16.1,3.9,2.522740144,5.261352347
42153.0,15.8,54.8,40.8,9.9,19.8,4.7,0.089980487,0.148021983
